Sentence	ACCURACY MENTION?	comments	Normalized Ann1	Normalized Ann2	Consistent?	Decision		
The underlying rationale for this hypothesis was that pentosidine, an advanced glycation endproduct, has been linked with chronic kidney disease and with cataract.			Y		FALSE	 		
Diebold and Mariano test proposed in 1995 a test to compare the accuracy of two forecasts under the null hypothesis that assumes no differences in accuracy.			Y	Y	TRUE	 		
Also, this hypothesis would lead to the prediction that performance is worse in all cases of stimulation in the exact step in which it was applied.	N				TRUE			
A hypothesis is that the social context is critical for collaboration online over a number of days, where people have to come back to check updates.	N				TRUE			
To test the hypothesis , we first investigated whether tomato plants reacted to H. zea oviposition and elicited defensive responses at the oviposition site.			Y	Y	TRUE	Y	testing	
To test the hypothesis , additional molecular cytogenetic and cytogenomic studies of DNA replication pattern and somatic genome instability in the AD brain are needed.			Y	Y	TRUE	 		
The research hypotheses are as follows, H1 : There is a significant relationship between manager''s strategic thinking and their counterproductive behavior.	N				TRUE			
Experimental studies on the catharsis effect of swearing are needed to systematically evaluate this hypothesis and to provide insight into the underlying mechanisms of possible stress relief.			Y	Y	TRUE	 		
Collectively these findings seem to be sound premises to initiate studies that will test the hypothesis that activation of EGFR stimulation contributes to increased ABCD3 expression.	?		?	Y	FALSE	 		
Confirming this hypothesis will require more targeted studies, but if confirmed, corals affected by this disorder are likely to serve as a useful model.			Y	Y	TRUE	 		
Contrary to our expectations ( Hypothesis 3b), job demands and job resources did not interact when predicting targets'' reports of bullying.	N			Y	FALSE	 		
These findings provide some support for the hypothesis that the FWHR is part of an evolved cueing system of intra-sexual threat and dominance in men.	N			Y	FALSE	Y		
The null hypothesis for Johansen cointegration test is: : ! This implies that co-integration does not exist. .	N			Y	FALSE	 		
IBN thus can serve as a platform to assist researchers to automatically generate new hypotheses , which can be further tested through targeted experiments or literature review.			Y	Y	TRUE	 		
The hypothesis of inexplicability of intelligence as an organizing principle in social representations seems well illustrated, according to the patterns of links we found between theories.	N			Y	FALSE	 		
An immune hypothesis of synesthesia might additionally explain recent co-morbidity data which suggests that having synesthesia may be associated with increased risk of other clinical conditions.			Y		FALSE	Y		
In both species, H2 hypothesis is also the most informative, showing the lowest AICc and having Akaike weight very close to one.			Y		FALSE	 		
The data support the alternative hypothesis of a multiple rare variant model, possibly consisting in distinct variants in different populations, influencing VEGF serum levels.			Y	Y	TRUE	Y		
Together, these data support the hypothesis that the myogenic heart is under partial neurohormonal control, and that CCAP functions as an anterograde pacemaker.			Y	Y	TRUE	Y		
Brown on the Continuum Hypothesis 2.1.	N				TRUE			
In the following section, the overall quality of the results is discussed taking into account the sensitivity analysis, the modeling hypothesis and the model structure.	N			Y	FALSE	 		
Using a fluorescent tracer that is incorporated into new cell wall components we tested the hypothesis that new siliceous structures differ in elastic modulus from their older counterparts.			Y	Y	TRUE	Y	testing	
A phylogenetic analysis of this and published paralog group 11 amino acid sequences reveals strong support for the hypothesis that the alligator sequence is a HoxD-11 ortholog.			Y	Y	TRUE	Y		
The cointegration test used was the test developed by Westerlund (2007) (null hypothesis : H0 no cointegration).	N			Y	FALSE	 		
At this time, there is no widely agreed upon measure of "QR aptitude" and so it is impossible to test this hypothesis .	N	when theres is no measure, there can be no accuracy		Y	FALSE	 		
Embryonic bladders grown in organ culture were used to test our hypothesis that TGF-b responsive intracellular signaling molecules Smad2 and Smad3 mediate bladder smooth muscle formation.			Y	Y	TRUE	Y	testing	
Previous hypotheses for S. melanops A cornucopia of treatments is available for S. melanops, encompassing virtually all possibilities.	N				TRUE			
It originates on criticism about the hypothesis of Schmittlein & Peterson (1994), of normality of the distribution of that variable.	N			Y	FALSE	 		
Neither the "elicitor-receptor" nor the "guard hypothesis " models explain how truncated R proteins function in triggering plant defense responses.	N			Y	FALSE	 		
The biofilm images showed that nanopods were outgrowths from the cell surface, and allowed us to formulate an hypothesis regarding the structure and composition of nanopods.	N				TRUE			
The two possible hypotheses are H0 and H1 , where H0 represents the absence of the target and H1 represents the presence of the target.	N				TRUE			
Test Results on the Hypotheses The predictions of the three hypotheses are depicted in Figure 9, with each column representing those of each hypothesis.	?		?	Y	FALSE	 		
Traditional procedure to control the probability of rejecting true hypotheses in multiple hypotheses testing has been to control the family-wise error rate (FWER).	N			Y	FALSE	 		
The fourth hypothesis suggests that OT''s effect on trust in the envelope task does exist but it is far smaller than the one suggested by the original finding.	N				TRUE			
These reports support our hypothesis .			Y	Y	TRUE	Y		
Different hypotheses can be analyzed.	N			?	FALSE	 		
Because we do not have biological data to confirm this observation, we acknowledge that further studies will be required to prove such a hypothesis . 4.6.	N			Y	FALSE	 		
Furthermore, we advocate and enrich a contingency perspective focusing on ownership effect in the context of China, which provides better ground for testing the hypothesis .			Y	Y	TRUE	 		
Research question 3: Does the student-teachers'' area of specialisation influence their ICT literacy The corresponding hypothesis for this research question is hypothesis 2.	N				TRUE			
Audio watermarking systems that are based on patchwork algorithm use a statistical detection process ( hypothesis testing) and donât need the original audio for detection purpose.	N			Y	FALSE	 		
This hypothesis can be tested by comparing either earlier precipitation isotope data (for summer 2011) or by comparing earlier surface snow isotope data during precipitation events.			Y	Y	TRUE	 	testability	
In sum, the current study did not support our hypothesis that AMP would enhance emotional memory, or that its effects on memory are state-dependent.	?		?	Y	FALSE	Y		
The linearity hypothesis is also valid for WGN and filtered noises since their estimated and theoretical interquartile ranges (R) are close to one another.			Y	Y	TRUE	Y		
Than, the hypothesis that a long duration undetectable inhibition of GSK-3β could be enough to change the Aβ accumulation along the aging process should be considered.	N				TRUE			
Against the hypothesis , we might meet a collection of positivists (in the mood of the process of dissolution of metaphysics) and of naturalists.	N			Y	FALSE	 		
In both subgingival and supragingival plaque samples, the null hypothesis that the data come from a multinomial distribution was rejected in favor of the Dirichlet-multinomial alternative.			Y	Y	TRUE	Y		
However, for other devices (e.g. capsule based inhalers) the fluidisation hypothesis (Table 1) could well be relevant.	N			Y	FALSE	 		
Furthermore, testing hypothesis about correlations between disease parameters such as severity or duration and mental rotation performance is only possible if both can be assessed with sufficient reliability.	?		?	Y	FALSE	 	testability	
All of us have our own concepts of how the world works and why certain things happen, every hypothesis that is tested has a conceptual model supporting it.	N			Y	FALSE	 		
The fluency hypothesis and the optimal stimulation hypothesis are closely related, differing on the emphasis placed on fluency of processing by the individual or on objective stimulus properties.	N				TRUE			
This suggests that the hypothesis of a single latent variable may not be supported, and that it appears that the questions are actually measuring more than one construct.	?		?	Y	FALSE	 		
